scenario_name,scenario_label,info_set_name,info_set_label,policy_name,policy_label,evaluation_seed,standardized_signals,mean_policy_loss,cumulative_policy_loss,cumulative_inflation_loss,cumulative_output_gap_loss,cumulative_rate_change_loss,policy_rate_volatility,unstable
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_regime,Среднее и вероятность режима,linear_posterior_regime,Линейное правило со стандартизацией: Среднее и вероятность режима,937,1,6.846726257585234e-06,0.00041080357545511407,9.988338550895304e-06,0.0004008152369042188,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_regime,Среднее и вероятность режима,linear_posterior_regime,Линейное правило со стандартизацией: Среднее и вероятность режима,938,1,8.994777702200745e-06,0.0005396866621320447,1.3644568434879513e-05,0.000526042093697165,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_regime,Среднее и вероятность режима,linear_posterior_regime,Линейное правило со стандартизацией: Среднее и вероятность режима,939,1,6.455066337036623e-06,0.0003873039802221974,1.2681816997074486e-05,0.0003746221632251229,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_regime,Среднее и вероятность режима,linear_posterior_regime,Линейное правило со стандартизацией: Среднее и вероятность режима,940,1,6.7557293210586015e-06,0.0004053437592635161,1.402174956574237e-05,0.00039132200969777377,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_regime,Среднее и вероятность режима,linear_posterior_regime,Линейное правило со стандартизацией: Среднее и вероятность режима,941,1,6.42852559666964e-06,0.00038571153580017843,7.50185785069833e-06,0.00037820967794948004,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_regime,Среднее и вероятность режима,linear_posterior_regime,Линейное правило со стандартизацией: Среднее и вероятность режима,942,1,9.58021673260517e-06,0.0005748130039563102,1.63757259783661e-05,0.0005584372779779439,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_regime,Среднее и вероятность режима,linear_posterior_regime,Линейное правило со стандартизацией: Среднее и вероятность режима,943,1,1.062817027748895e-05,0.0006376902166493369,1.870266872065483e-05,0.0006189875479286822,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_regime,Среднее и вероятность режима,linear_posterior_regime,Линейное правило со стандартизацией: Среднее и вероятность режима,944,1,1.8419856449017287e-05,0.0011051913869410373,2.091144490105109e-05,0.0010842799420399862,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_regime,Среднее и вероятность режима,linear_posterior_regime,Линейное правило со стандартизацией: Среднее и вероятность режима,945,1,4.335271192637868e-06,0.0002601162715582721,7.845918593681937e-06,0.00025227035296459014,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_regime,Среднее и вероятность режима,linear_posterior_regime,Линейное правило со стандартизацией: Среднее и вероятность режима,946,1,2.2188632022951473e-05,0.0013313179213770884,2.3575972048361772e-05,0.0013077419493287264,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_regime,Среднее и вероятность режима,linear_posterior_regime,Линейное правило со стандартизацией: Среднее и вероятность режима,947,1,8.149029380932023e-06,0.0004889417628559213,1.0983011900216503e-05,0.0004779587509557048,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_regime,Среднее и вероятность режима,linear_posterior_regime,Линейное правило со стандартизацией: Среднее и вероятность режима,948,1,1.458101318690672e-05,0.0008748607912144032,2.1359054506718024e-05,0.0008535017367076853,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_regime,Среднее и вероятность режима,linear_posterior_regime,Линейное правило со стандартизацией: Среднее и вероятность режима,949,1,1.1641098212510318e-05,0.0006984658927506191,1.8117233635911568e-05,0.0006803486591147076,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",900,1,6.52423670425917e-06,0.0003914542022555502,8.966332613768276e-06,0.0003824878696417818,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",901,1,8.675514036770298e-06,0.0005205308422062179,1.30158206574719e-05,0.0005075150215487459,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",902,1,1.2264589775083219e-05,0.0007358753865049931,1.944286492402395e-05,0.0007164325215809693,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",903,1,8.924280614238665e-06,0.0005354568368543199,1.1936182177657758e-05,0.0005235206546766621,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",904,1,6.834776290394354e-06,0.0004100865774236613,8.742729419595099e-06,0.00040134384800406613,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",905,1,9.547599628311302e-06,0.0005728559776986781,1.2703677517019242e-05,0.000560152300181659,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",906,1,1.1974779507699128e-05,0.0007184867704619477,1.600059930929913e-05,0.0007024861711526486,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",907,1,7.475821070804582e-06,0.0004485492642482749,1.0508704199017808e-05,0.00043804056004925713,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",908,1,8.035573220664857e-06,0.0004821343932398914,1.3198269352363342e-05,0.00046893612388752804,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",909,1,7.74852373740082e-06,0.0004649114242440492,1.282269698868662e-05,0.00045208872725536255,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",910,1,5.737891805870261e-06,0.00034427350835221566,1.0418444609051079e-05,0.0003338550637431646,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",911,1,1.093901359128031e-05,0.0006563408154768186,1.5755811195983098e-05,0.0006405850042808356,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",912,1,1.1337624549834914e-05,0.0006802574729900949,1.6550485869314877e-05,0.0006637069871207801,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",913,1,1.1473922700294464e-05,0.0006884353620176678,2.227331771851345e-05,0.0006661620442991545,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",914,1,1.426594701033142e-05,0.0008559568206198853,1.7489533890984053e-05,0.0008384672867289011,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",915,1,7.2453507888706515e-06,0.0004347210473322391,1.1085818297498333e-05,0.0004236352290347408,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",916,1,1.304684121103844e-05,0.0007828104726623064,2.5848669259468252e-05,0.0007569618034028381,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",917,1,1.3346837134471217e-05,0.000800810228068273,1.8849925131751793e-05,0.0007819603029365216,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",918,1,1.1624198808118105e-05,0.0006974519284870862,1.3313082388208885e-05,0.0006841388460988774,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",919,1,9.035987512172714e-06,0.0005421592507303629,1.4513273138938289e-05,0.0005276459775914247,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",920,1,1.860485860817434e-05,0.0011162915164904604,2.2764284186373572e-05,0.001093527232304087,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",921,1,1.1062647844209299e-05,0.0006637588706525579,1.3601757183820684e-05,0.0006501571134687372,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",922,1,1.106639798270155e-05,0.000663983878962093,1.4634870644374383e-05,0.0006493490083177187,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",923,1,9.888944664493171e-06,0.0005933366798695903,1.4557616797124466e-05,0.0005787790630724658,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",924,1,5.73961726774581e-06,0.0003443770360647486,8.921939656392824e-06,0.00033545509640835576,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",925,1,8.718306114526812e-06,0.0005230983668716088,2.323068893280529e-05,0.0004998676779388034,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",926,1,6.719104669011453e-06,0.0004031462801406872,9.963127474654245e-06,0.00039318315266603294,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",927,1,9.98040877896565e-06,0.0005988245267379389,1.3944758721464478e-05,0.0005848797680164746,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",928,1,9.650441303906142e-06,0.0005790264782343685,1.4568159947814835e-05,0.0005644583182865537,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",929,1,1.7118878994321866e-05,0.001027132739659312,2.0558602313169052e-05,0.001006574137346143,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",930,1,1.995923669409544e-05,0.0011975542016457264,2.3974206049296143e-05,0.0011735799955964303,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",931,1,1.4620832009054289e-05,0.0008772499205432574,2.257088633829749e-05,0.00085467903420496,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",932,1,9.397476080865646e-06,0.0005638485648519388,1.652099404500388e-05,0.000547327570806935,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",933,1,1.1139874232240864e-05,0.0006683924539344518,1.1855179145791013e-05,0.0006565372747886608,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",934,1,1.45380470867767e-05,0.000872282825206602,2.4053250225777976e-05,0.0008482295749808241,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",935,1,6.892909031435233e-06,0.000413574541886114,1.0921101544239198e-05,0.0004026534403418747,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",936,1,9.58641183429633e-06,0.0005751847100577798,1.3558389822660915e-05,0.000561626320235119,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",937,1,6.846726257585234e-06,0.00041080357545511407,9.988338550895304e-06,0.0004008152369042188,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",938,1,8.994777702200745e-06,0.0005396866621320447,1.3644568434879513e-05,0.000526042093697165,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",939,1,6.455066337036623e-06,0.0003873039802221974,1.2681816997074486e-05,0.0003746221632251229,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",940,1,6.7557293210586015e-06,0.0004053437592635161,1.402174956574237e-05,0.00039132200969777377,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",941,1,6.42852559666964e-06,0.00038571153580017843,7.50185785069833e-06,0.00037820967794948004,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",942,1,9.58021673260517e-06,0.0005748130039563102,1.63757259783661e-05,0.0005584372779779439,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",943,1,1.062817027748895e-05,0.0006376902166493369,1.870266872065483e-05,0.0006189875479286822,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",944,1,1.8419856449017287e-05,0.0011051913869410373,2.091144490105109e-05,0.0010842799420399862,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",945,1,4.335271192637868e-06,0.0002601162715582721,7.845918593681937e-06,0.00025227035296459014,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",946,1,2.2188632022951473e-05,0.0013313179213770884,2.3575972048361772e-05,0.0013077419493287264,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",947,1,8.149029380932023e-06,0.0004889417628559213,1.0983011900216503e-05,0.0004779587509557048,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",948,1,1.458101318690672e-05,0.0008748607912144032,2.1359054506718024e-05,0.0008535017367076853,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",linear_posterior_uncertainty,"Линейное правило со стандартизацией: Среднее, вероятность режима и неопределённость",949,1,1.1641098212510318e-05,0.0006984658927506191,1.8117233635911568e-05,0.0006803486591147076,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_distribution,Распределительно расширенное состояние,linear_posterior_distribution,Линейное правило со стандартизацией: Распределительно расширенное состояние,900,1,6.52423670425917e-06,0.0003914542022555502,8.966332613768276e-06,0.0003824878696417818,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_distribution,Распределительно расширенное состояние,linear_posterior_distribution,Линейное правило со стандартизацией: Распределительно расширенное состояние,901,1,8.675514036770298e-06,0.0005205308422062179,1.30158206574719e-05,0.0005075150215487459,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_distribution,Распределительно расширенное состояние,linear_posterior_distribution,Линейное правило со стандартизацией: Распределительно расширенное состояние,902,1,1.2264589775083219e-05,0.0007358753865049931,1.944286492402395e-05,0.0007164325215809693,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_distribution,Распределительно расширенное состояние,linear_posterior_distribution,Линейное правило со стандартизацией: Распределительно расширенное состояние,903,1,8.924280614238665e-06,0.0005354568368543199,1.1936182177657758e-05,0.0005235206546766621,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_distribution,Распределительно расширенное состояние,linear_posterior_distribution,Линейное правило со стандартизацией: Распределительно расширенное состояние,904,1,6.834776290394354e-06,0.0004100865774236613,8.742729419595099e-06,0.00040134384800406613,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_distribution,Распределительно расширенное состояние,linear_posterior_distribution,Линейное правило со стандартизацией: Распределительно расширенное состояние,905,1,9.547599628311302e-06,0.0005728559776986781,1.2703677517019242e-05,0.000560152300181659,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_distribution,Распределительно расширенное состояние,linear_posterior_distribution,Линейное правило со стандартизацией: Распределительно расширенное состояние,906,1,1.1974779507699128e-05,0.0007184867704619477,1.600059930929913e-05,0.0007024861711526486,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_distribution,Распределительно расширенное состояние,linear_posterior_distribution,Линейное правило со стандартизацией: Распределительно расширенное состояние,907,1,7.475821070804582e-06,0.0004485492642482749,1.0508704199017808e-05,0.00043804056004925713,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_distribution,Распределительно расширенное состояние,linear_posterior_distribution,Линейное правило со стандартизацией: Распределительно расширенное состояние,908,1,8.035573220664857e-06,0.0004821343932398914,1.3198269352363342e-05,0.00046893612388752804,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_distribution,Распределительно расширенное состояние,linear_posterior_distribution,Линейное правило со стандартизацией: Распределительно расширенное состояние,909,1,7.74852373740082e-06,0.0004649114242440492,1.282269698868662e-05,0.00045208872725536255,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_distribution,Распределительно расширенное состояние,linear_posterior_distribution,Линейное правило со стандартизацией: Распределительно расширенное состояние,910,1,5.737891805870261e-06,0.00034427350835221566,1.0418444609051079e-05,0.0003338550637431646,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_distribution,Распределительно расширенное состояние,linear_posterior_distribution,Линейное правило со стандартизацией: Распределительно расширенное состояние,911,1,1.093901359128031e-05,0.0006563408154768186,1.5755811195983098e-05,0.0006405850042808356,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_distribution,Распределительно расширенное состояние,linear_posterior_distribution,Линейное правило со стандартизацией: Распределительно расширенное состояние,912,1,1.1337624549834914e-05,0.0006802574729900949,1.6550485869314877e-05,0.0006637069871207801,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_distribution,Распределительно расширенное состояние,linear_posterior_distribution,Линейное правило со стандартизацией: Распределительно расширенное состояние,913,1,1.1473922700294464e-05,0.0006884353620176678,2.227331771851345e-05,0.0006661620442991545,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_distribution,Распределительно расширенное состояние,linear_posterior_distribution,Линейное правило со стандартизацией: Распределительно расширенное состояние,914,1,1.426594701033142e-05,0.0008559568206198853,1.7489533890984053e-05,0.0008384672867289011,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_distribution,Распределительно расширенное состояние,linear_posterior_distribution,Линейное правило со стандартизацией: Распределительно расширенное состояние,915,1,7.2453507888706515e-06,0.0004347210473322391,1.1085818297498333e-05,0.0004236352290347408,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_distribution,Распределительно расширенное состояние,linear_posterior_distribution,Линейное правило со стандартизацией: Распределительно расширенное состояние,916,1,1.304684121103844e-05,0.0007828104726623064,2.5848669259468252e-05,0.0007569618034028381,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_distribution,Распределительно расширенное состояние,linear_posterior_distribution,Линейное правило со стандартизацией: Распределительно расширенное состояние,917,1,1.3346837134471217e-05,0.000800810228068273,1.8849925131751793e-05,0.0007819603029365216,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_distribution,Распределительно расширенное состояние,linear_posterior_distribution,Линейное правило со стандартизацией: Распределительно расширенное состояние,918,1,1.1624198808118105e-05,0.0006974519284870862,1.3313082388208885e-05,0.0006841388460988774,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_distribution,Распределительно расширенное состояние,linear_posterior_distribution,Линейное правило со стандартизацией: Распределительно расширенное состояние,919,1,9.035987512172714e-06,0.0005421592507303629,1.4513273138938289e-05,0.0005276459775914247,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_distribution,Распределительно расширенное состояние,linear_posterior_distribution,Линейное правило со стандартизацией: Распределительно расширенное состояние,920,1,1.860485860817434e-05,0.0011162915164904604,2.2764284186373572e-05,0.001093527232304087,0.0,0.0,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_distribution,Распределительно расширенное состояние,linear_posterior_distribution,Линейное правило со стандартизацией: Распределительно расширенное состояние,921,1,1.1062647844209299e-05,0.0006637588706525579,1.3601757183820684e-05,0.0006501571134687372,0.0,0.0,0
